epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,1539.39,0.44593,0.27431,0.8847,0.99368,1,0.99435,0.91772,0.41351,0.2361,0.8531,0.0008648,0.0008648,0.0008648
45,1576.19,0.44959,0.27266,0.87959,0.99701,1,0.995,0.91612,0.40935,0.22309,0.85838,0.0008384,0.0008384,0.0008384
46,1613.07,0.43684,0.26347,0.88479,0.99953,1,0.995,0.91785,0.40372,0.21668,0.8514,0.000812,0.000812,0.000812
47,1649.92,0.44007,0.26288,0.8811,0.99767,1,0.995,0.91989,0.4081,0.21839,0.85281,0.0007856,0.0007856,0.0007856
48,1686.97,0.43734,0.25836,0.88322,0.9965,1,0.99486,0.92329,0.40283,0.21694,0.85245,0.0007592,0.0007592,0.0007592
49,1723.86,0.43194,0.25893,0.87551,0.99941,1,0.995,0.92098,0.40677,0.21892,0.85309,0.0007328,0.0007328,0.0007328
50,1760.71,0.42978,0.25524,0.87931,0.99968,1,0.995,0.9212,0.39989,0.21354,0.85923,0.0007064,0.0007064,0.0007064
51,1797.62,0.42668,0.25396,0.87581,0.99681,1,0.995,0.91479,0.40145,0.21167,0.84979,0.00068,0.00068,0.00068
52,1834.49,0.43012,0.2524,0.87885,0.99716,1,0.995,0.91422,0.40411,0.20668,0.84867,0.0006536,0.0006536,0.0006536
53,1871.37,0.42271,0.24783,0.87385,0.99965,1,0.995,0.92444,0.39292,0.1994,0.8473,0.0006272,0.0006272,0.0006272
54,1908.2,0.4185,0.24605,0.86922,0.99939,1,0.995,0.92226,0.39774,0.20954,0.84708,0.0006008,0.0006008,0.0006008
55,1945.15,0.41459,0.24311,0.86737,0.99921,1,0.995,0.92412,0.38702,0.20544,0.8484,0.0005744,0.0005744,0.0005744
56,1984.02,0.41901,0.24999,0.87549,0.99941,1,0.995,0.9144,0.4005,0.20952,0.85095,0.000548,0.000548,0.000548
57,2026.2,0.40914,0.24257,0.8667,0.9967,1,0.99486,0.91949,0.3928,0.2078,0.84649,0.0005216,0.0005216,0.0005216
58,2066.07,0.4106,0.24524,0.86748,0.99663,1,0.995,0.92246,0.39646,0.20658,0.8492,0.0004952,0.0004952,0.0004952
59,2102.88,0.40897,0.23757,0.86862,0.99876,1,0.995,0.92636,0.38935,0.20272,0.84523,0.0004688,0.0004688,0.0004688
60,2141.19,0.40886,0.23772,0.86786,0.99847,1,0.995,0.92761,0.38195,0.19561,0.84289,0.0004424,0.0004424,0.0004424
61,2179.45,0.40216,0.23211,0.86884,0.99711,1,0.995,0.92297,0.38431,0.19806,0.84468,0.000416,0.000416,0.000416
62,2218.47,0.39896,0.23668,0.86994,0.99565,1,0.99497,0.92953,0.38219,0.19953,0.84196,0.0003896,0.0003896,0.0003896
63,2256.98,0.39248,0.22802,0.86157,0.99712,1,0.995,0.92746,0.38045,0.1926,0.84311,0.0003632,0.0003632,0.0003632
64,2295.38,0.39098,0.22965,0.86974,0.99697,1,0.99497,0.92891,0.37775,0.19327,0.84252,0.0003368,0.0003368,0.0003368
65,2333.84,0.3931,0.2289,0.86266,0.99599,1,0.99494,0.9254,0.37653,0.1911,0.83967,0.0003104,0.0003104,0.0003104
66,2403.13,0.35745,0.1901,0.8266,0.997,1,0.995,0.92373,0.38059,0.1949,0.84746,0.000284,0.000284,0.000284
67,2441.15,0.35011,0.18691,0.82088,0.99697,1,0.99497,0.92945,0.37165,0.19307,0.84093,0.0002576,0.0002576,0.0002576
68,2479.19,0.34853,0.18679,0.81864,0.99701,1,0.99489,0.92826,0.37617,0.18983,0.841,0.0002312,0.0002312,0.0002312
69,2517.3,0.34838,0.18453,0.81795,0.99758,1,0.995,0.93164,0.37301,0.18761,0.83699,0.0002048,0.0002048,0.0002048
70,2555.39,0.34307,0.1805,0.81593,0.99702,1,0.99497,0.93357,0.37288,0.18567,0.84165,0.0001784,0.0001784,0.0001784
71,2593.84,0.33908,0.1805,0.81676,0.99703,1,0.995,0.93542,0.37324,0.18922,0.84277,0.000152,0.000152,0.000152
72,2631.94,0.33605,0.17728,0.8182,0.99713,1,0.995,0.9312,0.37291,0.18344,0.84005,0.0001256,0.0001256,0.0001256
73,2670.01,0.33297,0.17539,0.81369,0.99754,1,0.995,0.93299,0.37201,0.18205,0.84246,9.92e-05,9.92e-05,9.92e-05
74,2708.06,0.33009,0.17282,0.81354,0.99756,1,0.995,0.93342,0.36903,0.1807,0.83919,7.28e-05,7.28e-05,7.28e-05
75,2746.2,0.32833,0.17073,0.8141,0.99711,1,0.995,0.93324,0.36919,0.17823,0.8398,4.64e-05,4.64e-05,4.64e-05
