epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2120.94,0.79076,0.4288,0.83277,0.99742,1,0.995,0.76165,0.66456,0.34807,0.84027,0.0003632,0.0003632,0.0003632
64,2154.94,0.83633,0.4205,0.88372,0.99731,1,0.995,0.75348,0.70408,0.34819,0.83139,0.0003368,0.0003368,0.0003368
65,2187.43,0.93745,0.43506,0.81886,0.99708,1,0.995,0.72252,0.74952,0.36948,0.82646,0.0003104,0.0003104,0.0003104
66,2219.76,0.74239,0.41655,0.80637,0.99719,1,0.995,0.75914,0.63543,0.36138,0.81333,0.000284,0.000284,0.000284
67,2252.4,0.81161,0.41795,0.7627,0.99704,1,0.995,0.70439,0.77675,0.39787,0.81512,0.0002576,0.0002576,0.0002576
68,2285.08,0.74839,0.39834,0.77515,0.99733,1,0.995,0.77506,0.66795,0.35628,0.81073,0.0002312,0.0002312,0.0002312
69,2317,0.79876,0.41267,0.78513,0.99741,1,0.995,0.79796,0.61765,0.3261,0.81315,0.0002048,0.0002048,0.0002048
70,2349,0.81295,0.39871,0.78119,0.99742,1,0.995,0.73205,0.69881,0.35906,0.81332,0.0001784,0.0001784,0.0001784
71,2381.05,0.80234,0.39578,0.77306,0.99754,1,0.995,0.69083,0.75409,0.37586,0.81565,0.000152,0.000152,0.000152
72,2413.28,0.75682,0.39077,0.77946,0.99739,1,0.995,0.73654,0.69469,0.3519,0.81324,0.0001256,0.0001256,0.0001256
73,2446.71,0.78948,0.38831,0.80732,0.99749,1,0.995,0.74739,0.65343,0.34586,0.81351,9.92e-05,9.92e-05,9.92e-05
74,2479.5,0.72944,0.39554,0.79099,0.99758,1,0.995,0.69245,0.77201,0.37596,0.81693,7.28e-05,7.28e-05,7.28e-05
75,2512.03,0.74165,0.38991,0.79188,0.9976,1,0.995,0.67315,0.80398,0.38066,0.82076,4.64e-05,4.64e-05,4.64e-05
